name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical;is_arcade;use_chds;savestate;source_file;first_emulator;first_emulator_date;last_emulator;last_emulator_date;players;buttons;coins;sound_channels;screens;display_type;display_rotate;screen_orientation;display_width;display_height;display_refresh;input_controls;monitor_type;chips_cpu;chips_cpu_details;chips_audio;chips_audio_details;driver_status;driver_emulation;driver_color;driver_sound;driver_graphic;driver_cocktail;driver_protection;dump_status;device_types;category;genre;serie;language;colors;has_device_refs;has_roms;has_disks;has_dip_switches;has_bios_sets;has_configs;has_ports;has_devices;has_slots;has_adjusters;has_soft_lists;has_ram_opts;has_cheats;nplayers;url_playonline;url_shortplays;url_shortplay_ms;game_rate;mature;on_top_score;on_bacheca_record;on_arcaworld;ranking;bestgame;alltime;cabinets;freeplay;short_title;
"4in1";"4 Fun in 1";"1981";"Armenia / Food and Fun";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/galaxold.cpp;"Mame 0.61";"2002-07-04";"Mame 0.254";"2023-04-27";2;1;1;1;1;RASTER;"90";VERTICAL;256;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz";"Speaker,Discrete Sound";"speaker Speaker, cust:discrete Discrete Sound";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"MultiGame / Compilation";MultiGame;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=rf30Pf43gDY";-;0;NO;NO;NO;NO;English;"10 to 20 (Horrible)";"1981";"29043;29031";NO;"4 Fun in 1";
"4dwarrio";"4-D Warriors (315-5162)";"1985";"Coreland / Sega";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"sega/system1.cpp";"Mame 0.34rc1";"1998-12-14";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"0";HORIZONTAL;512;224;60.096154;"joystick (8-way)";"CRT 15kHz";"Sega 315-5162,Zilog Z80";"maincpu Sega 315-5162 @20 MHz, soundcpu Zilog Z80 @4 MHz";"Speaker,SN76489A";"mono Speaker, sn1 SN76489A @2 MHz, sn2 SN76489A @4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Horizontal";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";"https://archive.org/details/arcade_4dwarrio";"https://www.youtube.com/watch?v=KGatf5ty5ag";-;70;NO;NO;NO;NO;English;"30 to 40 (Amendable)";-;"29043;29031";NO;"4-D Warriors";
"500gp";"500 GP (US, 5GP3 Ver. C)";"1998";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"namco/namcos23.cpp";"Mame 0.127u5";"2008-09-26";"Mame 0.254";"2023-04-27";2;3;1;2;1;RASTER;"0";HORIZONTAL;640;480;59.882400;"joystick (2-way),joystick (analog),pedal";"CRT 31kHz";"MIPS IDT R4650 (big),Hitachi H8/3002,Hitachi H8/3334";"maincpu MIPS IDT R4650 (big) @169.344 MHz, subcpu Hitachi H8/3002 @16.9344 MHz, iocpu Hitachi H8/3334 @14.7456 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @25.4016 MHz";PRELIMINARY;PRELIMINARY;GOOD;GOOD;IMPERFECT;GOOD;IMPERFECT;NODUMP;-;"Driving / Motorbike";Driving;-;English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;???;-;-;-;0;NO;NO;NO;NO;English;-;-;-;NO;"500 GP";
"64street";"64th. Street - A Detective Story (World)";"1991";Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"jaleco/megasys1.cpp";"Mame 0.35b4";"1999-03-01";"Mame 0.254";"2023-04-27";2;2;2;2;1;RASTER;"0";HORIZONTAL;256;224;56.191350;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000";"maincpu Motorola MC68000 @12 MHz, audiocpu Motorola MC68000 @7 MHz";"Speaker,YM2151 OPM,OKI MSM6295 ADPCM";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @3.5 MHz, oki1 OKI MSM6295 ADPCM @4 MHz, oki2 OKI MSM6295 ADPCM @4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;NODUMP;-;"Fighter / 2.5D";Fighter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=_0VF337QLMg";-;80;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";-;-;NO;"64th. Street - A Detective Story";
"720";"720 Degrees (rev 4)";"1986";"Atari Games";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"atari/atarisy2.cpp";"Mame 0.33b4";"1998-05-31";"Mame 0.254";"2023-04-27";1;2;3;2;1;RASTER;"0";HORIZONTAL;512;384;60.096154;"joystick (analog),dial";"CRT 25kHz";"DEC T11,MOS Technology 6502,Atari C012294 POKEY";"maincpu DEC T11 @10 MHz, audiocpu MOS Technology 6502 @1.789772 MHz, pokey1 Atari C012294 POKEY @1.789772 MHz, pokey2 Atari C012294 POKEY @1.789772 MHz";"Speaker,YM2151 OPM,Atari C012294 POKEY,TMS5220C";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2151 OPM @3.579545 MHz, pokey1 Atari C012294 POKEY @1.789772 MHz, pokey2 Atari C012294 POKEY @1.789772 MHz, tms TMS5220C @0.625 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Sports / Skateboarding";Sports;-;English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;"2P alt";"https://archive.org/details/arcade_720";"https://www.youtube.com/watch?v=bcK3U-oxAE0";-;60;NO;NO;NO;NO;English;"70 to 80 (Good)";"1986";-;NO;"720 Degrees";
"9ballsht";"9-Ball Shootout (set 1)";"1993";"E-Scape EnterMedia (Bundra license)";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;misc/coolpool.cpp;"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"0";HORIZONTAL;320;240;60.012477;"joystick (8-way)";"CRT 15kHz";"Texas Instruments TMS34010,Texas Instruments TMS32026";"maincpu Texas Instruments TMS34010 @40 MHz, dsp Texas Instruments TMS32026 @40 MHz";"Speaker,MP1210 DAC";"speaker Speaker, dac MP1210 DAC";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Sports / Pool";Sports;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=x90D9VimdQQ";-;0;NO;NO;NO;NO;English;"50 to 60 (Not Good Enough)";"1993";-;NO;"9-Ball Shootout";
mag_day;"A Day In Space (31/03/87)";"1987";"EFO SA / Cedar";YES;cedmag;NO;-;-;YES;NO;NO;cedmag;NO;YES;NO;NO;efo/cedar_magnet.cpp;"Mame 0.201";"2018-08-29";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"90";VERTICAL;248;192;50.000000;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @4 MHz, cedtop:soundcpu Zilog Z80 @4 MHz, cedplane0:planecpu Zilog Z80 @4 MHz, cedplane1:planecpu Zilog Z80 @4 MHz, cedsprite:spritecpu Zilog Z80 @4 MHz";"Speaker,AY-3-8910A PSG,OKI MSM5205 ADPCM";"cedtop:mono Speaker, cedtop:aysnd0 AY-3-8910A PSG @2 MHz, cedtop:aysnd1 AY-3-8910A PSG @2 MHz, cedtop:adpcm OKI MSM5205 ADPCM @0.5 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;GOOD;-;"Shooter / Flying Horizontal";Shooter;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=3oCYbG4DO0E";-;0;NO;NO;NO;NO;English;"40 to 50 (Decent)";-;-;NO;"A Day In Space";
"ad2083";"A. D. 2083";"1983";Midcoin;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;galaxian/scramble.cpp;"Mame 0.96u3";"2005-05-24";"Mame 0.254";"2023-04-27";1;2;2;1;1;RASTER;"90";VERTICAL;256;224;60.606061;"joystick (8-way)";"CRT 15kHz";"Zilog Z80";"maincpu Zilog Z80 @3.72 MHz, audiocpu Zilog Z80 @1.78975 MHz";"Speaker,AY-3-8910A PSG,TMS5110A";"mono Speaker, ay1 AY-3-8910A PSG @1.78975 MHz, ay2 AY-3-8910A PSG @1.78975 MHz, tms TMS5110A @0.64 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;BADDUMP;-;"Shooter / Field";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=FtQ2nIz88pk";-;0;NO;NO;NO;NO;English;"30 to 40 (Amendable)";-;"29043;29031";NO;"A. D. 2083";
abcop;"A.B. Cop (World) (FD1094 317-0169b)";"1990";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;sega/segaxbd.cpp;"Mame 0.89u3";"2004-12-07";"Mame 0.254";"2023-04-27";1;1;2;2;1;RASTER;"0";HORIZONTAL;320;224;59.637405;"paddle,pedal";"CRT 15kHz";"Hitachi FD1094 Encrypted CPU,Motorola MC68000,Zilog Z80";"mainpcb:maincpu Hitachi FD1094 Encrypted CPU @12.5 MHz, mainpcb:subcpu Motorola MC68000 @12.5 MHz, mainpcb:soundcpu Zilog Z80 @4 MHz";"Speaker,YM2151 OPM,Sega PCM";"mainpcb:lspeaker Speaker, mainpcb:rspeaker Speaker, mainpcb:ymsnd YM2151 OPM @4 MHz, mainpcb:pcm Sega PCM @4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Driving / Motorbike";Driving;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=Ln0jXfwUDYA";-;70;NO;NO;NO;NO;English;"70 to 80 (Good)";"1990";-;NO;"A.B. Cop";
ar_argh;"Aaargh (Arcadia)";"1988";"Arcadia Systems";YES;ar_bios;NO;-;-;YES;NO;NO;ar_bios;NO;YES;NO;NO;amiga/arsystems.cpp;"Mame 0.153";"2014-04-07";"Mame 0.254";"2023-04-27";2;2;2;2;1;RASTER;"0";HORIZONTAL;724;483;59.940059;"joystick (8-way)";"CRT 31kHz";"Motorola MC68000,MOS 8520 CIA";"maincpu Motorola MC68000 @7.15909 MHz, cia_0 MOS 8520 CIA @0.715909 MHz, cia_1 MOS 8520 CIA @0.715909 MHz";"Speaker,MOS 8364 ""Paula""";"lspeaker Speaker, rspeaker Speaker, paula MOS 8364 ""Paula"" @3.579545 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Platform / Fighter";Platform;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=JJM_5J8HaxM";-;0;NO;NO;NO;NO;English;"30 to 40 (Amendable)";-;-;NO;Aaargh;
ace;Ace;"1976";"Allied Leisure";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;alliedleisure/ace.cpp;"Mame 0.62";"2002-11-12";"Mame 0.254";"2023-04-27";2;1;1;0;1;RASTER;"0";HORIZONTAL;224;240;60.000000;"joystick (2-way)";"CRT 15kHz";"Intel 8080";"maincpu Intel 8080 @2 MHz";-;-;PRELIMINARY;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Field";Shooter;-;English;Monochromatic;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=sA0RpOJNBpw";-;0;NO;NO;NO;NO;Monochromatic;"10 to 20 (Horrible)";-;-;NO;Ace;
aceattac;"Ace Attacker (FD1094 317-0059)";"1988";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"sega/segas16b.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";4;1;2;1;1;RASTER;"270";VERTICAL;320;224;60.054389;"positional,trackball,joystick (analog),pedal";"CRT 15kHz";"Hitachi FD1094 Encrypted CPU,Zilog Z80";"maincpu Hitachi FD1094 Encrypted CPU @10 MHz, soundcpu Zilog Z80 @5 MHz";"Speaker,YM2151 OPM,NEC uPD7759,Netlist Sound Device";"mono Speaker, ym2151 YM2151 OPM @4 MHz, upd NEC uPD7759 @0.64 MHz, netlist Netlist Sound Device";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;BADDUMP;-;"Sports / Volleyball";Sports;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=AZwV80FKr7Q";-;0;NO;NO;NO;NO;English;"40 to 50 (Decent)";-;-;NO;"Ace Attacker";
acedrive;"Ace Driver: Racing Evolution (World, AD2)";"1994";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"namco/namcos22.cpp";"Mame 0.242";"2022-04-01";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;59.904060;"joystick (2-way),paddle,pedal,joystick (8-way)";"CRT 31kHz";"Motorola MC68020,Texas Instruments TMS32025,Namco C74 (M37702)";"maincpu Motorola MC68020 @24.576 MHz, master Texas Instruments TMS32025 @40 MHz, slave Texas Instruments TMS32025 @40 MHz, mcu Namco C74 (M37702) @16.384 MHz, iomcu Namco C74 (M37702) @6.144 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @24.576 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Driving / Race 1st Person";Driving;"Ace Driver";English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=3SRTMy9jSqw";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1994";-;NO;"Ace Driver: Racing Evolution";
victlap;"Ace Driver: Victory Lap (World, ADV2 Ver.B)";"1996";Namco;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"namco/namcos22.cpp";"Mame 0.242";"2022-04-01";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;640;480;59.904060;"joystick (2-way),paddle,pedal,joystick (8-way)";"CRT 31kHz";"Motorola MC68020,Texas Instruments TMS32025,Namco C74 (M37702)";"maincpu Motorola MC68020 @24.576 MHz, master Texas Instruments TMS32025 @40 MHz, slave Texas Instruments TMS32025 @40 MHz, mcu Namco C74 (M37702) @16.384 MHz, iomcu Namco C74 (M37702) @6.144 MHz";"Speaker,Namco C352";"lspeaker Speaker, rspeaker Speaker, c352 Namco C352 @24.576 MHz";IMPERFECT;GOOD;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;-;"Driving / Race (chase view)";Driving;"Ace Driver";English;-;YES;YES;NO;YES;NO;YES;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=WduL5DDFDyA";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1996";-;NO;"Ace Driver: Victory Lap";
acrobatm;"Acrobat Mission";"1991";"UPL (Taito license)";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;NO;"nmk/nmk16.cpp";"Mame 0.57";"2002-01-01";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"270";VERTICAL;256;224;56.180000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Toshiba TMP90840";"maincpu Motorola MC68000 @10 MHz, nmk004:mcu Toshiba TMP90840 @8 MHz";"Speaker,YM2203 OPN,OKI MSM6295 ADPCM";"mono Speaker, ymsnd YM2203 OPN @1.5 MHz, oki1 OKI MSM6295 ADPCM @4 MHz, oki2 OKI MSM6295 ADPCM @4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=6w3pIfasUso";-;60;NO;NO;NO;YES;English;"50 to 60 (Not Good Enough)";-;-;NO;"Acrobat Mission";
dogfgt;"Acrobatic Dog-Fight";"1984";"Technos Japan";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;technos/dogfgt.cpp;"Mame 0.61";"2002-07-04";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"0";HORIZONTAL;256;240;60.000000;"joystick (8-way)";"CRT 15kHz";"MOS Technology 6502";"maincpu MOS Technology 6502 @1.5 MHz, sub MOS Technology 6502 @1.5 MHz";"Speaker,YM2149 SSG";"mono Speaker, ay0 YM2149 SSG @1.5 MHz, ay1 YM2149 SSG @1.5 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Flying";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=nB-GwBjGKKM";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1984";"29043;29032;29034";NO;"Acrobatic Dog-Fight";
nss_actr;"Act Raiser (Nintendo Super System)";"1992";Enix;YES;nss;NO;-;-;YES;NO;NO;nss;NO;YES;NO;NO;nintendo/nss.cpp;"Mame 0.71u2";"2003-07-12";"Mame 0.254";"2023-04-27";2;13;2;2;2;RASTER;"0";HORIZONTAL;288;216;60.000000;"joystick (8-way)";"CRT 15kHz";"Ricoh 5A22,Nintendo/Sony S-SMP,Zilog Z80";"maincpu Ricoh 5A22 @21.477272 MHz, soundcpu Nintendo/Sony S-SMP @2.48 MHz, bios Zilog Z80 @4 MHz";"Speaker,Nintendo/Sony S-DSP";"lspeaker Speaker, rspeaker Speaker, s_dsp Nintendo/Sony S-DSP @2.48 MHz";PRELIMINARY;PRELIMINARY;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Platform / Fighter Scrolling";Platform;-;English;-;YES;YES;NO;YES;YES;NO;YES;NO;NO;NO;NO;NO;YES;"1P";-;"https://www.youtube.com/watch?v=nvEJ7U-oOqA";"https://www.youtube.com/watch?v=T6UJxr0MqTA";0;NO;NO;NO;NO;English;-;-;-;NO;"Act Raiser";
actfancr;"Act-Fancer Cybernetick Hyper Weapon (World revision 3)";"1989";"Data East Corporation";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;dataeast/actfancr.cpp;"Mame 0.35b12";"1999-05-01";"Mame 0.254";"2023-04-27";2;2;2;1;1;RASTER;"0";HORIZONTAL;256;240;60.000000;"joystick (8-way)";"CRT 15kHz";"Hudson Soft HuC6280,MOS Technology 6502";"maincpu Hudson Soft HuC6280 @7.159066 MHz, audiocpu MOS Technology 6502 @1.5 MHz";"Hudson Soft HuC6280,Hudson Soft HuC6280 PSG,Speaker,YM2203 OPN,YM3812 OPL2,OKI MSM6295 ADPCM";"maincpu Hudson Soft HuC6280 @7.159066 MHz, maincpu:psg Hudson Soft HuC6280 PSG @3.579533 MHz, mono Speaker, ym1 YM2203 OPN @1.5 MHz, ym2 YM3812 OPL2 @3 MHz, oki OKI MSM6295 ADPCM @1.24188 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;GOOD;-;"Platform / Shooter Scrolling";Platform;Darwin;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";https://archive.org/details/arcade_actfancr;"https://www.youtube.com/watch?v=_jsT-8d6nKM";-;60;NO;NO;NO;NO;English;"60 to 70 (Passable)";-;"29043;29031";NO;"Act-Fancer Cybernetick Hyper Weapon";
afighter;"Action Fighter (FD1089A 317-0018)";"1986";Sega;YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;"sega/segas16a.cpp";"Mame 0.74u2";"2003-10-06";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"270";VERTICAL;320;224;60.000000;"joystick (8-way)";"CRT 15kHz";"Hitachi FD1089A Encrypted CPU,Zilog Z80";"maincpu Hitachi FD1089A Encrypted CPU @10 MHz, soundcpu Zilog Z80 @4 MHz";"Speaker,YM2151 OPM";"speaker Speaker, ymsnd YM2151 OPM @4 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;-;"Shooter / Misc. Vertical";Shooter;-;English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P alt";-;"https://www.youtube.com/watch?v=YdWgewt-4MA";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1986";"29043;29031";NO;"Action Fighter";
actionhw;"Action Hollywood";"1995";"TCH / Proyesel";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;tch/kickgoal.cpp;"Mame 0.97u3";"2005-06-26";"Mame 0.254";"2023-04-27";2;3;2;1;1;RASTER;"0";HORIZONTAL;352;240;60.000000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Microchip PIC16C57";"maincpu Motorola MC68000 @12 MHz, audiocpu Microchip PIC16C57 @4 MHz";"Speaker,OKI MSM6295 ADPCM";"mono Speaker, oki OKI MSM6295 ADPCM @1 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;GOOD;GOOD;GOOD;NODUMP;-;"Maze / Change Surface";Maze;-;English;-;YES;YES;NO;NO;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=I_pyCGVjzn8";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";"1995";-;NO;"Action Hollywood";
aerofgt;"Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware)";"1992";"Video System Co.";YES;-;NO;-;-;YES;NO;NO;-;NO;YES;NO;YES;vsystem/aerofgt.cpp;"Mame 0.35b2";"1999-01-24";"Mame 0.254";"2023-04-27";2;2;2;2;1;RASTER;"270";VERTICAL;320;224;61.310000;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @10 MHz, audiocpu Zilog Z80 @5 MHz";"Speaker,YM2610 OPNB";"lspeaker Speaker, rspeaker Speaker, ymsnd YM2610 OPNB @8 MHz";GOOD;GOOD;GOOD;GOOD;GOOD;PRELIMINARY;GOOD;GOOD;-;"Shooter / Flying Vertical";Shooter;"Aero Fighters";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=A69GrRYNuVQ";-;80;NO;NO;NO;NO;English;"70 to 80 (Good)";"1992";-;NO;"Aero Fighters";
"sonicwi2";"Aero Fighters 2 / Sonic Wings 2";"1994";"Video System Co.";YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO;YES;NO;YES;neogeo/neogeo.cpp;"Mame 0.34b4";"1998-10-04";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;320;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @12 MHz, audiocpu Zilog Z80 @4 MHz";"YM2610 OPNB,Speaker";"ymsnd YM2610 OPNB @8 MHz, lspeaker Speaker, rspeaker Speaker";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"memcard,cartridge";"Shooter / Flying Vertical";Shooter;"Aero Fighters";English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=K5XOtKH3J3E";-;90;NO;NO;YES;YES;English;"70 to 80 (Good)";-;"29049;29050";YES;"Aero Fighters 2 / Sonic Wings 2";
"sonicwi3";"Aero Fighters 3 / Sonic Wings 3";"1995";"Video System Co.";YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO;YES;NO;YES;neogeo/neogeo.cpp;"Mame 0.34b5";"1998-10-16";"Mame 0.254";"2023-04-27";2;4;2;2;1;RASTER;"0";HORIZONTAL;320;224;59.185606;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @12 MHz, audiocpu Zilog Z80 @4 MHz";"YM2610 OPNB,Speaker";"ymsnd YM2610 OPNB @8 MHz, lspeaker Speaker, rspeaker Speaker";GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;"memcard,cartridge";"Shooter / Flying Vertical";Shooter;"Aero Fighters";English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=PRZ_chJlXk8";-;80;NO;NO;NO;YES;English;"70 to 80 (Good)";-;"29049;29050";YES;"Aero Fighters 3 / Sonic Wings 3";
aerofgts;"Aero Fighters Special (USA)";"1996";"McO'River, Inc.";YES;"coh1002v";NO;-;-;YES;NO;NO;"coh1002v";NO;YES;NO;NO;sony/zn.cpp;"Mame 0.127u1";"2008-08-28";"Mame 0.254";"2023-04-27";4;3;4;2;1;RASTER;"270";VERTICAL;640;480;60.000000;"joystick (8-way)";"CRT 31kHz";"Sony CXD8530CQ";"maincpu Sony CXD8530CQ @67.7376 MHz";"Speaker,PlayStation SPU";"lspeaker Speaker, rspeaker Speaker, spu PlayStation SPU @33.8688 MHz";IMPERFECT;GOOD;GOOD;IMPERFECT;IMPERFECT;GOOD;GOOD;NODUMP;-;"Shooter / Flying Vertical";Shooter;"Aero Fighters";English;-;YES;YES;NO;YES;NO;NO;YES;NO;NO;NO;NO;NO;YES;"2P sim";-;"https://www.youtube.com/watch?v=5PvVT70e4r0";-;0;NO;NO;NO;NO;English;"70 to 80 (Good)";-;-;NO;"Aero Fighters Special";
mt_aftrb;"After Burner (Mega-Tech, SMS based)";"1987";Sega;YES;megatech;NO;-;-;YES;NO;NO;megatech;NO;YES;NO;NO;sega/megatech.cpp;"Mame 0.74";"2003-09-14";"Mame 0.254";"2023-04-27";2;3;4;2;2;RASTER;"0";HORIZONTAL;256;224;59.922738;"joystick (8-way)";"CRT 15kHz";"Motorola MC68000,Zilog Z80";"maincpu Motorola MC68000 @7.670453 MHz, genesis_snd_z80 Zilog Z80 @3.579545 MHz, mtbios Zilog Z80 @3.57954 MHz";"Sega 315-5313 Megadrive VDP,Sega VDP PSG,Speaker,YM2612 OPN2,Sega 315-5246 SMS2 VDP";"gen_vdp Sega 315-5313 Megadrive VDP @53.693175 MHz, gen_vdp:snsnd Sega VDP PSG @3.579545 MHz, lspeaker Speaker, rspeaker Speaker, ymsnd YM2612 OPN2 @7.670453 MHz, vdp1 Sega 315-5246 SMS2 VDP @10.73862 MHz, vdp1:snsnd Sega VDP PSG @3.57954 MHz";PRELIMINARY;PRELIMINARY;GOOD;GOOD;GOOD;GOOD;GOOD;GOOD;cartridge;"Shooter / Flying (chase view)";Shooter;-;English;-;YES;YES;NO;YES;YES;NO;YES;YES;YES;NO;NO;NO;YES;???;-;"https://www.youtube.com/watch?v=tLKoIpbPAIo";"https://www.youtube.com/watch?v=oRGXN_M-6PQ";0;NO;NO;NO;NO;English;-;-;-;NO;"After Burner";
